,condition,sampleID,targetID,status
1530,ConditionA,unknown15,m26,unknown
1531,ConditionA,unknown15,m27,unknown
1532,ConditionA,unknown15,m28,unknown
1533,ConditionA,unknown15,m29,unknown
1534,ConditionA,unknown15,m30,unknown
1535,ConditionA,unknown15,m31,unknown
1536,ConditionB,known0,m0,present
1537,ConditionB,known0,m1,absent
1538,ConditionB,known0,m2,absent
1539,ConditionB,known0,m3,absent
1540,ConditionB,known0,m4,absent
1541,ConditionB,known0,m5,absent
1542,ConditionB,known0,m6,absent
1543,ConditionB,known0,m7,absent
1544,ConditionB,known0,m8,present
1545,ConditionB,known0,m9,absent
1546,ConditionB,known0,m10,absent
1547,ConditionB,known0,m11,absent
1548,ConditionB,known0,m12,absent
1549,ConditionB,known0,m13,absent
1550,ConditionB,known0,m14,absent
1551,ConditionB,known0,m15,absent
1552,ConditionB,known0,m16,present
1553,ConditionB,known0,m17,absent
1554,ConditionB,known0,m18,absent
1555,ConditionB,known0,m19,absent
1556,ConditionB,known0,m20,absent
1557,ConditionB,known0,m21,absent
1558,ConditionB,known0,m22,absent
1559,ConditionB,known0,m23,absent
1560,ConditionB,known0,m24,present
1561,ConditionB,known0,m25,absent
1562,ConditionB,known0,m26,absent
1563,ConditionB,known0,m27,absent
1564,ConditionB,known0,m28,absent
1565,ConditionB,known0,m29,absent
1566,ConditionB,known0,m30,absent
1567,ConditionB,known0,m31,absent
1568,ConditionB,known1,m0,absent
1569,ConditionB,known1,m1,present
1570,ConditionB,known1,m2,absent
1571,ConditionB,known1,m3,absent
1572,ConditionB,known1,m4,absent
1573,ConditionB,known1,m5,absent
1574,ConditionB,known1,m6,absent
1575,ConditionB,known1,m7,absent
1576,ConditionB,known1,m8,absent
1577,ConditionB,known1,m9,present
1578,ConditionB,known1,m10,absent
1579,ConditionB,known1,m11,absent
1580,ConditionB,known1,m12,absent
1581,ConditionB,known1,m13,absent
1582,ConditionB,known1,m14,absent
1583,ConditionB,known1,m15,absent
1584,ConditionB,known1,m16,absent
1585,ConditionB,known1,m17,present
1586,ConditionB,known1,m18,absent
1587,ConditionB,known1,m19,absent
1588,ConditionB,known1,m20,absent
1589,ConditionB,known1,m21,absent
1590,ConditionB,known1,m22,absent
1591,ConditionB,known1,m23,absent
1592,ConditionB,known1,m24,absent
1593,ConditionB,known1,m25,present
1594,ConditionB,known1,m26,absent
1595,ConditionB,known1,m27,absent
1596,ConditionB,known1,m28,absent
1597,ConditionB,known1,m29,absent
1598,ConditionB,known1,m30,absent
1599,ConditionB,known1,m31,absent
1600,ConditionB,known2,m0,absent
1601,ConditionB,known2,m1,absent
1602,ConditionB,known2,m2,present
1603,ConditionB,known2,m3,absent
1604,ConditionB,known2,m4,absent
1605,ConditionB,known2,m5,absent
1606,ConditionB,known2,m6,absent
1607,ConditionB,known2,m7,absent
1608,ConditionB,known2,m8,absent
1609,ConditionB,known2,m9,absent
1610,ConditionB,known2,m10,present
1611,ConditionB,known2,m11,absent
1612,ConditionB,known2,m12,absent
1613,ConditionB,known2,m13,absent
1614,ConditionB,known2,m14,absent
1615,ConditionB,known2,m15,absent
1616,ConditionB,known2,m16,absent
1617,ConditionB,known2,m17,absent
1618,ConditionB,known2,m18,present
1619,ConditionB,known2,m19,absent
1620,ConditionB,known2,m20,absent
1621,ConditionB,known2,m21,absent
1622,ConditionB,known2,m22,absent
1623,ConditionB,known2,m23,absent
1624,ConditionB,known2,m24,absent
1625,ConditionB,known2,m25,absent
1626,ConditionB,known2,m26,present
1627,ConditionB,known2,m27,absent
1628,ConditionB,known2,m28,absent
1629,ConditionB,known2,m29,absent
1630,ConditionB,known2,m30,absent
1631,ConditionB,known2,m31,absent
1632,ConditionB,known3,m0,absent
1633,ConditionB,known3,m1,absent
1634,ConditionB,known3,m2,absent
1635,ConditionB,known3,m3,present
1636,ConditionB,known3,m4,absent
1637,ConditionB,known3,m5,absent
1638,ConditionB,known3,m6,absent
1639,ConditionB,known3,m7,absent
1640,ConditionB,known3,m8,absent
1641,ConditionB,known3,m9,absent
1642,ConditionB,known3,m10,absent
1643,ConditionB,known3,m11,present
1644,ConditionB,known3,m12,absent
1645,ConditionB,known3,m13,absent
1646,ConditionB,known3,m14,absent
1647,ConditionB,known3,m15,absent
1648,ConditionB,known3,m16,absent
1649,ConditionB,known3,m17,absent
1650,ConditionB,known3,m18,absent
1651,ConditionB,known3,m19,present
1652,ConditionB,known3,m20,absent
1653,ConditionB,known3,m21,absent
1654,ConditionB,known3,m22,absent
1655,ConditionB,known3,m23,absent
1656,ConditionB,known3,m24,absent
1657,ConditionB,known3,m25,absent
1658,ConditionB,known3,m26,absent
1659,ConditionB,known3,m27,present
1660,ConditionB,known3,m28,absent
1661,ConditionB,known3,m29,absent
1662,ConditionB,known3,m30,absent
1663,ConditionB,known3,m31,absent
1664,ConditionB,known4,m0,absent
1665,ConditionB,known4,m1,absent
1666,ConditionB,known4,m2,absent
1667,ConditionB,known4,m3,absent
1668,ConditionB,known4,m4,present
1669,ConditionB,known4,m5,absent
1670,ConditionB,known4,m6,absent
1671,ConditionB,known4,m7,absent
1672,ConditionB,known4,m8,absent
1673,ConditionB,known4,m9,absent
1674,ConditionB,known4,m10,absent
1675,ConditionB,known4,m11,absent
1676,ConditionB,known4,m12,present
1677,ConditionB,known4,m13,absent
1678,ConditionB,known4,m14,absent
1679,ConditionB,known4,m15,absent
1680,ConditionB,known4,m16,absent
1681,ConditionB,known4,m17,absent
1682,ConditionB,known4,m18,absent
1683,ConditionB,known4,m19,absent
1684,ConditionB,known4,m20,present
1685,ConditionB,known4,m21,absent
1686,ConditionB,known4,m22,absent
1687,ConditionB,known4,m23,absent
1688,ConditionB,known4,m24,absent
1689,ConditionB,known4,m25,absent
1690,ConditionB,known4,m26,absent
1691,ConditionB,known4,m27,absent
1692,ConditionB,known4,m28,present
1693,ConditionB,known4,m29,absent
1694,ConditionB,known4,m30,absent
1695,ConditionB,known4,m31,absent
1696,ConditionB,known5,m0,absent
1697,ConditionB,known5,m1,absent
1698,ConditionB,known5,m2,absent
1699,ConditionB,known5,m3,absent
1700,ConditionB,known5,m4,absent
1701,ConditionB,known5,m5,present
1702,ConditionB,known5,m6,absent
1703,ConditionB,known5,m7,absent
1704,ConditionB,known5,m8,absent
1705,ConditionB,known5,m9,absent
1706,ConditionB,known5,m10,absent
1707,ConditionB,known5,m11,absent
1708,ConditionB,known5,m12,absent
1709,ConditionB,known5,m13,present
1710,ConditionB,known5,m14,absent
1711,ConditionB,known5,m15,absent
1712,ConditionB,known5,m16,absent
1713,ConditionB,known5,m17,absent
1714,ConditionB,known5,m18,absent
1715,ConditionB,known5,m19,absent
1716,ConditionB,known5,m20,absent
1717,ConditionB,known5,m21,present
1718,ConditionB,known5,m22,absent
1719,ConditionB,known5,m23,absent
1720,ConditionB,known5,m24,absent
1721,ConditionB,known5,m25,absent
1722,ConditionB,known5,m26,absent
1723,ConditionB,known5,m27,absent
1724,ConditionB,known5,m28,absent
1725,ConditionB,known5,m29,present
1726,ConditionB,known5,m30,absent
1727,ConditionB,known5,m31,absent
1728,ConditionB,known6,m0,absent
1729,ConditionB,known6,m1,absent
1730,ConditionB,known6,m2,absent
1731,ConditionB,known6,m3,absent
1732,ConditionB,known6,m4,absent
1733,ConditionB,known6,m5,absent
1734,ConditionB,known6,m6,present
1735,ConditionB,known6,m7,absent
1736,ConditionB,known6,m8,absent
1737,ConditionB,known6,m9,absent
1738,ConditionB,known6,m10,absent
1739,ConditionB,known6,m11,absent
1740,ConditionB,known6,m12,absent
1741,ConditionB,known6,m13,absent
1742,ConditionB,known6,m14,present
1743,ConditionB,known6,m15,absent
1744,ConditionB,known6,m16,absent
1745,ConditionB,known6,m17,absent
1746,ConditionB,known6,m18,absent
1747,ConditionB,known6,m19,absent
1748,ConditionB,known6,m20,absent
1749,ConditionB,known6,m21,absent
1750,ConditionB,known6,m22,present
1751,ConditionB,known6,m23,absent
1752,ConditionB,known6,m24,absent
1753,ConditionB,known6,m25,absent
1754,ConditionB,known6,m26,absent
1755,ConditionB,known6,m27,absent
1756,ConditionB,known6,m28,absent
1757,ConditionB,known6,m29,absent
1758,ConditionB,known6,m30,present
1759,ConditionB,known6,m31,absent
1760,ConditionB,known7,m0,absent
1761,ConditionB,known7,m1,absent
1762,ConditionB,known7,m2,absent
1763,ConditionB,known7,m3,absent
1764,ConditionB,known7,m4,absent
1765,ConditionB,known7,m5,absent
1766,ConditionB,known7,m6,absent
1767,ConditionB,known7,m7,present
1768,ConditionB,known7,m8,absent
1769,ConditionB,known7,m9,absent
1770,ConditionB,known7,m10,absent
1771,ConditionB,known7,m11,absent
1772,ConditionB,known7,m12,absent
1773,ConditionB,known7,m13,absent
1774,ConditionB,known7,m14,absent
1775,ConditionB,known7,m15,present
1776,ConditionB,known7,m16,absent
1777,ConditionB,known7,m17,absent
1778,ConditionB,known7,m18,absent
1779,ConditionB,known7,m19,absent
1780,ConditionB,known7,m20,absent
1781,ConditionB,known7,m21,absent
1782,ConditionB,known7,m22,absent
1783,ConditionB,known7,m23,present
1784,ConditionB,known7,m24,absent
1785,ConditionB,known7,m25,absent
1786,ConditionB,known7,m26,absent
1787,ConditionB,known7,m27,absent
1788,ConditionB,known7,m28,absent
1789,ConditionB,known7,m29,absent
1790,ConditionB,known7,m30,absent
1791,ConditionB,known7,m31,present
1792,ConditionB,known8,m0,present
1793,ConditionB,known8,m1,absent
1794,ConditionB,known8,m2,absent
1795,ConditionB,known8,m3,absent
1796,ConditionB,known8,m4,absent
1797,ConditionB,known8,m5,absent
1798,ConditionB,known8,m6,absent
1799,ConditionB,known8,m7,absent
1800,ConditionB,known8,m8,present
1801,ConditionB,known8,m9,absent
1802,ConditionB,known8,m10,absent
1803,ConditionB,known8,m11,absent
1804,ConditionB,known8,m12,absent
1805,ConditionB,known8,m13,absent
1806,ConditionB,known8,m14,absent
1807,ConditionB,known8,m15,absent
1808,ConditionB,known8,m16,present
1809,ConditionB,known8,m17,absent
1810,ConditionB,known8,m18,absent
1811,ConditionB,known8,m19,absent
1812,ConditionB,known8,m20,absent
1813,ConditionB,known8,m21,absent
1814,ConditionB,known8,m22,absent
1815,ConditionB,known8,m23,absent
1816,ConditionB,known8,m24,present
1817,ConditionB,known8,m25,absent
1818,ConditionB,known8,m26,absent
1819,ConditionB,known8,m27,absent
1820,ConditionB,known8,m28,absent
1821,ConditionB,known8,m29,absent
1822,ConditionB,known8,m30,absent
1823,ConditionB,known8,m31,absent
1824,ConditionB,known9,m0,absent
1825,ConditionB,known9,m1,present
1826,ConditionB,known9,m2,absent
1827,ConditionB,known9,m3,absent
1828,ConditionB,known9,m4,absent
1829,ConditionB,known9,m5,absent
1830,ConditionB,known9,m6,absent
1831,ConditionB,known9,m7,absent
1832,ConditionB,known9,m8,absent
1833,ConditionB,known9,m9,present
1834,ConditionB,known9,m10,absent
1835,ConditionB,known9,m11,absent
1836,ConditionB,known9,m12,absent
1837,ConditionB,known9,m13,absent
1838,ConditionB,known9,m14,absent
1839,ConditionB,known9,m15,absent
1840,ConditionB,known9,m16,absent
1841,ConditionB,known9,m17,present
1842,ConditionB,known9,m18,absent
1843,ConditionB,known9,m19,absent
1844,ConditionB,known9,m20,absent
1845,ConditionB,known9,m21,absent
1846,ConditionB,known9,m22,absent
1847,ConditionB,known9,m23,absent
1848,ConditionB,known9,m24,absent
1849,ConditionB,known9,m25,present
1850,ConditionB,known9,m26,absent
1851,ConditionB,known9,m27,absent
1852,ConditionB,known9,m28,absent
1853,ConditionB,known9,m29,absent
1854,ConditionB,known9,m30,absent
1855,ConditionB,known9,m31,absent
1856,ConditionB,known10,m0,absent
1857,ConditionB,known10,m1,absent
1858,ConditionB,known10,m2,present
1859,ConditionB,known10,m3,absent
1860,ConditionB,known10,m4,absent
1861,ConditionB,known10,m5,absent
1862,ConditionB,known10,m6,absent
1863,ConditionB,known10,m7,absent
1864,ConditionB,known10,m8,absent
1865,ConditionB,known10,m9,absent
1866,ConditionB,known10,m10,present
1867,ConditionB,known10,m11,absent
1868,ConditionB,known10,m12,absent
1869,ConditionB,known10,m13,absent
1870,ConditionB,known10,m14,absent
1871,ConditionB,known10,m15,absent
1872,ConditionB,known10,m16,absent
1873,ConditionB,known10,m17,absent
1874,ConditionB,known10,m18,present
1875,ConditionB,known10,m19,absent
1876,ConditionB,known10,m20,absent
1877,ConditionB,known10,m21,absent
1878,ConditionB,known10,m22,absent
1879,ConditionB,known10,m23,absent
1880,ConditionB,known10,m24,absent
1881,ConditionB,known10,m25,absent
1882,ConditionB,known10,m26,present
1883,ConditionB,known10,m27,absent
1884,ConditionB,known10,m28,absent
1885,ConditionB,known10,m29,absent
1886,ConditionB,known10,m30,absent
1887,ConditionB,known10,m31,absent
1888,ConditionB,known11,m0,absent
1889,ConditionB,known11,m1,absent
1890,ConditionB,known11,m2,absent
1891,ConditionB,known11,m3,present
1892,ConditionB,known11,m4,absent
1893,ConditionB,known11,m5,absent
1894,ConditionB,known11,m6,absent
1895,ConditionB,known11,m7,absent
1896,ConditionB,known11,m8,absent
1897,ConditionB,known11,m9,absent
1898,ConditionB,known11,m10,absent
1899,ConditionB,known11,m11,present
1900,ConditionB,known11,m12,absent
1901,ConditionB,known11,m13,absent
1902,ConditionB,known11,m14,absent
1903,ConditionB,known11,m15,absent
1904,ConditionB,known11,m16,absent
1905,ConditionB,known11,m17,absent
1906,ConditionB,known11,m18,absent
1907,ConditionB,known11,m19,present
1908,ConditionB,known11,m20,absent
1909,ConditionB,known11,m21,absent
1910,ConditionB,known11,m22,absent
1911,ConditionB,known11,m23,absent
1912,ConditionB,known11,m24,absent
1913,ConditionB,known11,m25,absent
1914,ConditionB,known11,m26,absent
1915,ConditionB,known11,m27,present
1916,ConditionB,known11,m28,absent
1917,ConditionB,known11,m29,absent
1918,ConditionB,known11,m30,absent
1919,ConditionB,known11,m31,absent
1920,ConditionB,known12,m0,absent
1921,ConditionB,known12,m1,absent
1922,ConditionB,known12,m2,absent
1923,ConditionB,known12,m3,absent
1924,ConditionB,known12,m4,present
1925,ConditionB,known12,m5,absent
1926,ConditionB,known12,m6,absent
1927,ConditionB,known12,m7,absent
1928,ConditionB,known12,m8,absent
1929,ConditionB,known12,m9,absent
1930,ConditionB,known12,m10,absent
1931,ConditionB,known12,m11,absent
1932,ConditionB,known12,m12,present
1933,ConditionB,known12,m13,absent
1934,ConditionB,known12,m14,absent
1935,ConditionB,known12,m15,absent
1936,ConditionB,known12,m16,absent
1937,ConditionB,known12,m17,absent
1938,ConditionB,known12,m18,absent
1939,ConditionB,known12,m19,absent
1940,ConditionB,known12,m20,present
1941,ConditionB,known12,m21,absent
1942,ConditionB,known12,m22,absent
1943,ConditionB,known12,m23,absent
1944,ConditionB,known12,m24,absent
1945,ConditionB,known12,m25,absent
1946,ConditionB,known12,m26,absent
1947,ConditionB,known12,m27,absent
1948,ConditionB,known12,m28,present
1949,ConditionB,known12,m29,absent
1950,ConditionB,known12,m30,absent
1951,ConditionB,known12,m31,absent
1952,ConditionB,known13,m0,absent
1953,ConditionB,known13,m1,absent
1954,ConditionB,known13,m2,absent
1955,ConditionB,known13,m3,absent
1956,ConditionB,known13,m4,absent
1957,ConditionB,known13,m5,present
1958,ConditionB,known13,m6,absent
1959,ConditionB,known13,m7,absent
1960,ConditionB,known13,m8,absent
1961,ConditionB,known13,m9,absent
1962,ConditionB,known13,m10,absent
1963,ConditionB,known13,m11,absent
1964,ConditionB,known13,m12,absent
1965,ConditionB,known13,m13,present
1966,ConditionB,known13,m14,absent
1967,ConditionB,known13,m15,absent
1968,ConditionB,known13,m16,absent
1969,ConditionB,known13,m17,absent
1970,ConditionB,known13,m18,absent
1971,ConditionB,known13,m19,absent
1972,ConditionB,known13,m20,absent
1973,ConditionB,known13,m21,present
1974,ConditionB,known13,m22,absent
1975,ConditionB,known13,m23,absent
1976,ConditionB,known13,m24,absent
1977,ConditionB,known13,m25,absent
1978,ConditionB,known13,m26,absent
1979,ConditionB,known13,m27,absent
1980,ConditionB,known13,m28,absent
1981,ConditionB,known13,m29,present
1982,ConditionB,known13,m30,absent
1983,ConditionB,known13,m31,absent
1984,ConditionB,known14,m0,absent
1985,ConditionB,known14,m1,absent
1986,ConditionB,known14,m2,absent
1987,ConditionB,known14,m3,absent
1988,ConditionB,known14,m4,absent
1989,ConditionB,known14,m5,absent
1990,ConditionB,known14,m6,present
1991,ConditionB,known14,m7,absent
1992,ConditionB,known14,m8,absent
1993,ConditionB,known14,m9,absent
1994,ConditionB,known14,m10,absent
1995,ConditionB,known14,m11,absent
1996,ConditionB,known14,m12,absent
1997,ConditionB,known14,m13,absent
1998,ConditionB,known14,m14,present
1999,ConditionB,known14,m15,absent
2000,ConditionB,known14,m16,absent
2001,ConditionB,known14,m17,absent
2002,ConditionB,known14,m18,absent
2003,ConditionB,known14,m19,absent
2004,ConditionB,known14,m20,absent
2005,ConditionB,known14,m21,absent
2006,ConditionB,known14,m22,present
2007,ConditionB,known14,m23,absent
2008,ConditionB,known14,m24,absent
2009,ConditionB,known14,m25,absent
2010,ConditionB,known14,m26,absent
2011,ConditionB,known14,m27,absent
2012,ConditionB,known14,m28,absent
2013,ConditionB,known14,m29,absent
2014,ConditionB,known14,m30,present
2015,ConditionB,known14,m31,absent
2016,ConditionB,known15,m0,absent
2017,ConditionB,known15,m1,absent
2018,ConditionB,known15,m2,absent
2019,ConditionB,known15,m3,absent
2020,ConditionB,known15,m4,absent
2021,ConditionB,known15,m5,absent
2022,ConditionB,known15,m6,absent
2023,ConditionB,known15,m7,present
2024,ConditionB,known15,m8,absent
2025,ConditionB,known15,m9,absent
2026,ConditionB,known15,m10,absent
2027,ConditionB,known15,m11,absent
2028,ConditionB,known15,m12,absent
2029,ConditionB,known15,m13,absent
2030,ConditionB,known15,m14,absent
2031,ConditionB,known15,m15,present
2032,ConditionB,known15,m16,absent
2033,ConditionB,known15,m17,absent
2034,ConditionB,known15,m18,absent
2035,ConditionB,known15,m19,absent
2036,ConditionB,known15,m20,absent
2037,ConditionB,known15,m21,absent
2038,ConditionB,known15,m22,absent
2039,ConditionB,known15,m23,present
2040,ConditionB,known15,m24,absent
2041,ConditionB,known15,m25,absent
2042,ConditionB,known15,m26,absent
2043,ConditionB,known15,m27,absent
2044,ConditionB,known15,m28,absent
2045,ConditionB,known15,m29,absent
2046,ConditionB,known15,m30,absent
2047,ConditionB,known15,m31,present
2048,ConditionB,known16,m0,present
2049,ConditionB,known16,m1,absent
2050,ConditionB,known16,m2,absent
2051,ConditionB,known16,m3,absent
2052,ConditionB,known16,m4,absent
2053,ConditionB,known16,m5,absent
2054,ConditionB,known16,m6,absent
2055,ConditionB,known16,m7,absent
2056,ConditionB,known16,m8,present
2057,ConditionB,known16,m9,absent
2058,ConditionB,known16,m10,absent
2059,ConditionB,known16,m11,absent
2060,ConditionB,known16,m12,absent
2061,ConditionB,known16,m13,absent
2062,ConditionB,known16,m14,absent
2063,ConditionB,known16,m15,absent
2064,ConditionB,known16,m16,present
2065,ConditionB,known16,m17,absent
2066,ConditionB,known16,m18,absent
2067,ConditionB,known16,m19,absent
2068,ConditionB,known16,m20,absent
2069,ConditionB,known16,m21,absent
2070,ConditionB,known16,m22,absent
2071,ConditionB,known16,m23,absent
2072,ConditionB,known16,m24,present
2073,ConditionB,known16,m25,absent
2074,ConditionB,known16,m26,absent
2075,ConditionB,known16,m27,absent
2076,ConditionB,known16,m28,absent
2077,ConditionB,known16,m29,absent
2078,ConditionB,known16,m30,absent
2079,ConditionB,known16,m31,absent
2080,ConditionB,known17,m0,absent
2081,ConditionB,known17,m1,present
2082,ConditionB,known17,m2,absent
2083,ConditionB,known17,m3,absent
2084,ConditionB,known17,m4,absent
2085,ConditionB,known17,m5,absent
2086,ConditionB,known17,m6,absent
2087,ConditionB,known17,m7,absent
2088,ConditionB,known17,m8,absent
2089,ConditionB,known17,m9,present
2090,ConditionB,known17,m10,absent
2091,ConditionB,known17,m11,absent
2092,ConditionB,known17,m12,absent
2093,ConditionB,known17,m13,absent
2094,ConditionB,known17,m14,absent
2095,ConditionB,known17,m15,absent
2096,ConditionB,known17,m16,absent
2097,ConditionB,known17,m17,present
2098,ConditionB,known17,m18,absent
2099,ConditionB,known17,m19,absent
2100,ConditionB,known17,m20,absent
2101,ConditionB,known17,m21,absent
2102,ConditionB,known17,m22,absent
2103,ConditionB,known17,m23,absent
2104,ConditionB,known17,m24,absent
2105,ConditionB,known17,m25,present
2106,ConditionB,known17,m26,absent
2107,ConditionB,known17,m27,absent
2108,ConditionB,known17,m28,absent
2109,ConditionB,known17,m29,absent
2110,ConditionB,known17,m30,absent
2111,ConditionB,known17,m31,absent
2112,ConditionB,known18,m0,absent
2113,ConditionB,known18,m1,absent
2114,ConditionB,known18,m2,present
2115,ConditionB,known18,m3,absent
2116,ConditionB,known18,m4,absent
2117,ConditionB,known18,m5,absent
2118,ConditionB,known18,m6,absent
2119,ConditionB,known18,m7,absent
2120,ConditionB,known18,m8,absent
2121,ConditionB,known18,m9,absent
2122,ConditionB,known18,m10,present
2123,ConditionB,known18,m11,absent
2124,ConditionB,known18,m12,absent
2125,ConditionB,known18,m13,absent
2126,ConditionB,known18,m14,absent
2127,ConditionB,known18,m15,absent
2128,ConditionB,known18,m16,absent
2129,ConditionB,known18,m17,absent
2130,ConditionB,known18,m18,present
2131,ConditionB,known18,m19,absent
2132,ConditionB,known18,m20,absent
2133,ConditionB,known18,m21,absent
2134,ConditionB,known18,m22,absent
2135,ConditionB,known18,m23,absent
2136,ConditionB,known18,m24,absent
2137,ConditionB,known18,m25,absent
2138,ConditionB,known18,m26,present
2139,ConditionB,known18,m27,absent
2140,ConditionB,known18,m28,absent
2141,ConditionB,known18,m29,absent
2142,ConditionB,known18,m30,absent
2143,ConditionB,known18,m31,absent
2144,ConditionB,known19,m0,absent
2145,ConditionB,known19,m1,absent
2146,ConditionB,known19,m2,absent
2147,ConditionB,known19,m3,present
2148,ConditionB,known19,m4,absent
2149,ConditionB,known19,m5,absent
2150,ConditionB,known19,m6,absent
2151,ConditionB,known19,m7,absent
2152,ConditionB,known19,m8,absent
2153,ConditionB,known19,m9,absent
2154,ConditionB,known19,m10,absent
2155,ConditionB,known19,m11,present
2156,ConditionB,known19,m12,absent
2157,ConditionB,known19,m13,absent
2158,ConditionB,known19,m14,absent
2159,ConditionB,known19,m15,absent
2160,ConditionB,known19,m16,absent
2161,ConditionB,known19,m17,absent
2162,ConditionB,known19,m18,absent
2163,ConditionB,known19,m19,present
2164,ConditionB,known19,m20,absent
2165,ConditionB,known19,m21,absent
2166,ConditionB,known19,m22,absent
2167,ConditionB,known19,m23,absent
2168,ConditionB,known19,m24,absent
2169,ConditionB,known19,m25,absent
2170,ConditionB,known19,m26,absent
2171,ConditionB,known19,m27,present
2172,ConditionB,known19,m28,absent
2173,ConditionB,known19,m29,absent
2174,ConditionB,known19,m30,absent
2175,ConditionB,known19,m31,absent
2176,ConditionB,known20,m0,absent
2177,ConditionB,known20,m1,absent
2178,ConditionB,known20,m2,absent
2179,ConditionB,known20,m3,absent
2180,ConditionB,known20,m4,present
2181,ConditionB,known20,m5,absent
2182,ConditionB,known20,m6,absent
2183,ConditionB,known20,m7,absent
2184,ConditionB,known20,m8,absent
2185,ConditionB,known20,m9,absent
2186,ConditionB,known20,m10,absent
2187,ConditionB,known20,m11,absent
2188,ConditionB,known20,m12,present
2189,ConditionB,known20,m13,absent
2190,ConditionB,known20,m14,absent
2191,ConditionB,known20,m15,absent
2192,ConditionB,known20,m16,absent
2193,ConditionB,known20,m17,absent
2194,ConditionB,known20,m18,absent
2195,ConditionB,known20,m19,absent
2196,ConditionB,known20,m20,present
2197,ConditionB,known20,m21,absent
2198,ConditionB,known20,m22,absent
2199,ConditionB,known20,m23,absent
2200,ConditionB,known20,m24,absent
2201,ConditionB,known20,m25,absent
2202,ConditionB,known20,m26,absent
2203,ConditionB,known20,m27,absent
2204,ConditionB,known20,m28,present
2205,ConditionB,known20,m29,absent
2206,ConditionB,known20,m30,absent
2207,ConditionB,known20,m31,absent
2208,ConditionB,known21,m0,absent
2209,ConditionB,known21,m1,absent
2210,ConditionB,known21,m2,absent
2211,ConditionB,known21,m3,absent
2212,ConditionB,known21,m4,absent
2213,ConditionB,known21,m5,present
2214,ConditionB,known21,m6,absent
2215,ConditionB,known21,m7,absent
2216,ConditionB,known21,m8,absent
2217,ConditionB,known21,m9,absent
2218,ConditionB,known21,m10,absent
2219,ConditionB,known21,m11,absent
2220,ConditionB,known21,m12,absent
2221,ConditionB,known21,m13,present
2222,ConditionB,known21,m14,absent
2223,ConditionB,known21,m15,absent
2224,ConditionB,known21,m16,absent
2225,ConditionB,known21,m17,absent
2226,ConditionB,known21,m18,absent
2227,ConditionB,known21,m19,absent
2228,ConditionB,known21,m20,absent
2229,ConditionB,known21,m21,present
2230,ConditionB,known21,m22,absent
2231,ConditionB,known21,m23,absent
2232,ConditionB,known21,m24,absent
2233,ConditionB,known21,m25,absent
2234,ConditionB,known21,m26,absent
2235,ConditionB,known21,m27,absent
2236,ConditionB,known21,m28,absent
2237,ConditionB,known21,m29,present
2238,ConditionB,known21,m30,absent
2239,ConditionB,known21,m31,absent
2240,ConditionB,known22,m0,absent
2241,ConditionB,known22,m1,absent
2242,ConditionB,known22,m2,absent
2243,ConditionB,known22,m3,absent
2244,ConditionB,known22,m4,absent
2245,ConditionB,known22,m5,absent
2246,ConditionB,known22,m6,present
2247,ConditionB,known22,m7,absent
2248,ConditionB,known22,m8,absent
2249,ConditionB,known22,m9,absent
2250,ConditionB,known22,m10,absent
2251,ConditionB,known22,m11,absent
2252,ConditionB,known22,m12,absent
2253,ConditionB,known22,m13,absent
2254,ConditionB,known22,m14,present
2255,ConditionB,known22,m15,absent
2256,ConditionB,known22,m16,absent
2257,ConditionB,known22,m17,absent
2258,ConditionB,known22,m18,absent
2259,ConditionB,known22,m19,absent
2260,ConditionB,known22,m20,absent
2261,ConditionB,known22,m21,absent
2262,ConditionB,known22,m22,present
2263,ConditionB,known22,m23,absent
2264,ConditionB,known22,m24,absent
2265,ConditionB,known22,m25,absent
2266,ConditionB,known22,m26,absent
2267,ConditionB,known22,m27,absent
2268,ConditionB,known22,m28,absent
2269,ConditionB,known22,m29,absent
2270,ConditionB,known22,m30,present
2271,ConditionB,known22,m31,absent
2272,ConditionB,known23,m0,absent
2273,ConditionB,known23,m1,absent
2274,ConditionB,known23,m2,absent
2275,ConditionB,known23,m3,absent
2276,ConditionB,known23,m4,absent
2277,ConditionB,known23,m5,absent
2278,ConditionB,known23,m6,absent
2279,ConditionB,known23,m7,present
2280,ConditionB,known23,m8,absent
2281,ConditionB,known23,m9,absent
2282,ConditionB,known23,m10,absent
2283,ConditionB,known23,m11,absent
2284,ConditionB,known23,m12,absent
2285,ConditionB,known23,m13,absent
2286,ConditionB,known23,m14,absent
2287,ConditionB,known23,m15,present
2288,ConditionB,known23,m16,absent
2289,ConditionB,known23,m17,absent
2290,ConditionB,known23,m18,absent
2291,ConditionB,known23,m19,absent
2292,ConditionB,known23,m20,absent
2293,ConditionB,known23,m21,absent
2294,ConditionB,known23,m22,absent
2295,ConditionB,known23,m23,present
2296,ConditionB,known23,m24,absent
2297,ConditionB,known23,m25,absent
2298,ConditionB,known23,m26,absent
2299,ConditionB,known23,m27,absent
2300,ConditionB,known23,m28,absent
2301,ConditionB,known23,m29,absent
2302,ConditionB,known23,m30,absent
2303,ConditionB,known23,m31,present
2304,ConditionB,known24,m0,present
2305,ConditionB,known24,m1,absent
2306,ConditionB,known24,m2,absent
2307,ConditionB,known24,m3,absent
2308,ConditionB,known24,m4,absent
2309,ConditionB,known24,m5,absent
2310,ConditionB,known24,m6,absent
